timestamp,rpm,power_kw,torque_nm,voltage_v,current_a,stator_temp_c,bearing_temp_c,vibration_mms,load_pct,product_temp_c
2025-11-23T15:45:32+01:00,1398.0,17.195,174.2,433.0,45.00,70.45,85.24,4.436,61.99,22.93
2025-11-23T15:45:33+01:00,1398.2,17.215,174.4,432.8,45.00,70.45,85.28,4.472,62.07,22.96
2025-11-23T15:45:34+01:00,1398.2,17.199,174.6,432.6,45.00,70.65,85.21,4.476,62.17,22.98
2025-11-23T15:45:35+01:00,1397.9,17.208,173.9,433.4,45.00,70.47,85.21,4.435,61.97,22.99
2025-11-23T15:45:36+01:00,1397.5,17.183,172.9,433.1,45.00,70.27,85.23,4.482,61.87,23.02
2025-11-23T15:45:37+01:00,1398.3,17.159,172.5,433.3,45.00,70.17,85.17,4.528,61.90,22.99
2025-11-23T15:45:38+01:00,1398.4,17.189,174.4,433.6,45.00,70.00,85.16,4.565,61.74,23.00
2025-11-23T15:45:39+01:00,1399.9,17.206,176.2,434.4,45.00,69.87,85.30,4.561,61.93,23.01
2025-11-23T15:45:40+01:00,1400.5,17.240,176.6,433.6,45.00,69.91,85.26,4.597,61.72,22.99
2025-11-23T15:45:41+01:00,1401.5,17.250,176.8,433.7,45.00,69.86,85.37,4.626,61.92,22.98
2025-11-23T15:45:42+01:00,1403.2,17.264,176.3,433.4,45.00,69.88,85.36,4.671,62.12,22.95
2025-11-23T15:45:43+01:00,1402.8,17.280,176.5,434.3,45.00,70.01,85.17,4.659,62.34,22.98
2025-11-23T15:45:44+01:00,1404.6,17.285,175.5,433.6,45.00,70.01,85.06,4.707,62.57,23.00
2025-11-23T15:45:45+01:00,1406.2,17.295,176.3,434.5,45.00,70.08,84.98,4.659,62.62,22.99
2025-11-23T15:45:46+01:00,1406.0,17.292,176.3,434.2,45.00,70.22,85.07,4.630,62.63,22.96
2025-11-23T15:45:47+01:00,1406.8,17.321,177.4,434.3,45.00,70.16,85.12,4.568,62.56,22.97
2025-11-23T15:45:48+01:00,1408.1,17.329,176.5,433.5,45.00,70.09,85.15,4.629,62.58,22.96
2025-11-23T15:45:49+01:00,1407.6,17.312,177.0,434.4,45.00,70.13,84.98,4.525,62.71,22.97
2025-11-23T15:45:50+01:00,1409.4,17.350,177.6,433.8,45.00,70.13,84.79,4.447,62.89,22.99
2025-11-23T15:45:51+01:00,1411.2,17.380,178.2,434.5,45.00,70.19,84.62,4.462,62.83,22.95
2025-11-23T15:45:52+01:00,1412.3,17.394,178.2,434.7,45.00,70.33,84.63,4.531,63.09,22.99
2025-11-23T15:45:53+01:00,1411.8,17.436,179.3,435.7,45.00,70.54,84.57,4.477,63.22,23.00
2025-11-23T15:45:54+01:00,1412.8,17.462,178.8,436.1,45.00,70.77,84.55,4.467,63.08,23.03
2025-11-23T15:45:55+01:00,1413.0,17.470,180.4,435.4,45.00,70.76,84.45,4.482,63.33,23.02
2025-11-23T15:45:56+01:00,1413.0,17.507,180.3,434.7,45.00,70.88,84.38,4.546,63.30,22.99
2025-11-23T15:45:57+01:00,1414.5,17.510,180.4,434.0,45.00,71.05,84.42,4.587,63.21,23.02
2025-11-23T15:45:58+01:00,1414.1,17.540,182.2,433.6,45.00,71.07,84.52,4.663,63.44,22.99
2025-11-23T15:45:59+01:00,1414.1,17.594,183.1,432.6,45.00,71.35,84.61,4.604,63.29,22.97
2025-11-23T15:46:00+01:00,1413.7,17.630,183.4,433.1,45.00,71.52,84.58,4.535,63.38,22.99
2025-11-23T15:46:01+01:00,1414.3,17.667,184.2,432.2,45.00,71.88,84.54,4.574,63.42,22.97
2025-11-23T15:46:02+01:00,1414.3,17.666,184.6,431.6,45.00,72.07,84.63,4.639,63.20,22.95
2025-11-23T15:46:03+01:00,1415.2,17.689,184.7,430.7,45.00,72.08,84.81,4.677,63.12,22.93
2025-11-23T15:46:04+01:00,1414.8,17.682,184.3,430.1,45.00,72.17,84.87,4.685,62.95,22.89
2025-11-23T15:46:05+01:00,1414.9,17.691,184.0,430.4,45.00,72.34,85.05,4.753,63.07,22.91
2025-11-23T15:46:06+01:00,1415.2,17.726,184.7,429.4,45.00,72.41,85.05,4.685,63.27,22.95
2025-11-23T15:46:07+01:00,1416.9,17.753,185.0,429.0,45.00,72.42,85.08,4.697,63.26,22.92
2025-11-23T15:46:08+01:00,1417.6,17.712,183.1,428.6,45.00,72.58,85.10,4.609,63.38,22.96
2025-11-23T15:46:09+01:00,1418.8,17.724,182.5,427.7,45.00,72.73,85.19,4.716,63.18,22.94
2025-11-23T15:46:10+01:00,1418.2,17.731,181.9,428.5,45.00,72.78,85.17,4.758,63.17,22.92
2025-11-23T15:46:11+01:00,1417.6,17.716,182.0,428.0,45.00,72.86,85.30,4.693,63.27,22.91
2025-11-23T15:46:12+01:00,1417.2,17.677,180.9,427.8,45.00,72.84,85.28,4.684,63.19,22.91
2025-11-23T15:46:13+01:00,1418.8,17.643,179.5,426.9,45.00,72.77,85.20,4.861,63.47,22.95
2025-11-23T15:46:14+01:00,1420.2,17.628,180.2,426.7,45.00,72.78,85.11,4.893,63.69,22.96
2025-11-23T15:46:15+01:00,1421.4,17.639,180.7,426.0,45.00,72.85,85.01,4.907,63.67,22.97
2025-11-23T15:46:16+01:00,1421.2,17.624,181.4,425.9,45.00,72.88,85.01,4.895,63.52,22.97
2025-11-23T15:46:17+01:00,1422.3,17.632,181.5,425.0,45.00,72.96,85.15,4.824,63.44,22.99
2025-11-23T15:46:18+01:00,1421.8,17.645,180.8,424.9,45.00,73.03,85.25,4.835,63.65,22.98
2025-11-23T15:46:19+01:00,1421.6,17.656,182.4,424.0,45.00,73.24,85.26,4.789,63.46,22.98
2025-11-23T15:46:20+01:00,1421.9,17.670,183.5,423.6,45.00,73.01,85.34,4.804,63.39,23.01
2025-11-23T15:46:21+01:00,1421.6,17.683,182.5,423.9,45.00,73.06,85.27,4.827,63.30,22.97
2025-11-23T15:46:22+01:00,1421.7,17.697,183.0,424.0,45.00,73.09,85.09,4.797,63.56,22.97
2025-11-23T15:46:23+01:00,1422.6,17.704,181.6,423.5,45.00,73.10,84.94,4.766,63.72,22.97
2025-11-23T15:46:24+01:00,1423.2,17.680,182.2,423.5,45.00,73.23,85.03,4.702,63.59,22.93
2025-11-23T15:46:25+01:00,1422.7,17.696,182.2,422.4,45.00,73.27,85.01,4.654,63.61,22.95
2025-11-23T15:46:26+01:00,1422.7,17.704,182.2,421.7,45.00,73.41,85.02,4.714,63.51,22.91
2025-11-23T15:46:27+01:00,1423.7,17.723,183.0,422.2,45.00,73.25,85.02,4.795,63.37,22.88
2025-11-23T15:46:28+01:00,1424.8,17.730,183.1,422.9,45.00,73.18,84.92,4.825,63.22,22.87
2025-11-23T15:46:29+01:00,1424.0,17.754,183.1,422.7,45.00,73.28,85.16,4.866,63.10,22.87
2025-11-23T15:46:30+01:00,1423.9,17.767,184.0,421.6,45.00,73.36,85.27,4.841,63.13,22.84
2025-11-23T15:46:31+01:00,1423.5,17.766,183.5,422.1,45.00,73.25,85.17,4.808,63.08,22.81
2025-11-23T15:46:32+01:00,1423.6,17.779,183.5,422.4,45.00,73.41,85.25,4.756,63.07,22.77
2025-11-23T15:46:33+01:00,1423.2,17.792,184.1,423.0,45.00,73.63,85.30,4.789,62.95,22.74
2025-11-23T15:46:34+01:00,1422.8,17.793,184.3,422.5,45.00,73.69,85.35,4.848,63.07,22.76
2025-11-23T15:46:35+01:00,1422.5,17.807,185.5,421.9,45.00,73.79,85.20,4.874,62.95,22.77
2025-11-23T15:46:36+01:00,1422.0,17.821,185.8,422.6,45.00,73.92,85.11,4.879,62.81,22.78
2025-11-23T15:46:37+01:00,1421.4,17.817,184.8,423.0,45.00,73.88,85.12,4.820,62.83,22.82
2025-11-23T15:46:38+01:00,1420.9,17.828,184.5,421.7,45.00,73.90,85.08,4.889,62.91,22.83
2025-11-23T15:46:39+01:00,1421.2,17.860,184.9,421.4,45.00,74.06,85.09,4.958,63.23,22.81
2025-11-23T15:46:40+01:00,1421.5,17.843,183.8,420.7,45.00,74.42,85.13,4.868,63.20,22.83
2025-11-23T15:46:41+01:00,1421.1,17.821,183.8,420.5,45.00,74.40,85.38,4.873,63.42,22.85
2025-11-23T15:46:42+01:00,1421.6,17.833,184.7,419.5,45.00,74.42,85.35,4.860,63.60,22.86
2025-11-23T15:46:43+01:00,1421.8,17.840,185.2,419.1,45.00,74.30,85.45,4.899,63.72,22.88
2025-11-23T15:46:44+01:00,1422.1,17.810,185.3,418.9,45.00,74.22,85.25,4.892,63.66,22.86
2025-11-23T15:46:45+01:00,1422.2,17.835,185.5,417.8,45.00,74.38,85.29,4.949,63.97,22.88
2025-11-23T15:46:46+01:00,1421.2,17.823,184.9,418.4,45.00,74.56,85.21,4.963,64.20,22.87
2025-11-23T15:46:47+01:00,1420.3,17.838,186.4,418.8,45.00,74.44,85.23,5.005,64.41,22.85
2025-11-23T15:46:48+01:00,1419.3,17.858,186.3,418.0,45.00,74.29,85.36,5.052,64.42,22.86
2025-11-23T15:46:49+01:00,1419.8,17.866,187.0,417.3,45.00,74.18,85.38,5.040,64.27,22.88
2025-11-23T15:46:50+01:00,1419.6,17.881,186.8,417.2,45.00,74.15,85.66,5.001,64.19,22.84
2025-11-23T15:46:51+01:00,1418.7,17.885,186.6,417.5,45.00,74.06,85.65,4.996,64.16,22.86
2025-11-23T15:46:52+01:00,1418.7,17.897,186.7,416.3,45.00,74.06,85.77,5.004,64.30,22.89
2025-11-23T15:46:53+01:00,1419.2,17.901,186.8,415.8,45.00,74.12,85.75,4.879,64.36,22.92
2025-11-23T15:46:54+01:00,1419.4,17.919,186.7,415.0,45.00,74.40,85.63,4.867,64.47,22.88
2025-11-23T15:46:55+01:00,1419.7,17.924,186.7,415.6,45.00,74.26,85.51,4.875,64.40,22.88
2025-11-23T15:46:56+01:00,1420.5,17.891,186.3,415.6,45.00,74.39,85.64,4.856,64.71,22.86
2025-11-23T15:46:57+01:00,1421.3,17.894,186.2,416.1,45.00,74.50,85.62,4.907,64.89,22.84
2025-11-23T15:46:58+01:00,1420.1,17.893,187.9,416.6,45.00,74.35,85.64,4.920,65.04,22.81
2025-11-23T15:46:59+01:00,1420.6,17.879,187.2,417.0,45.00,74.25,85.82,4.989,65.11,22.78
2025-11-23T15:47:00+01:00,1420.2,17.880,186.9,416.4,45.00,74.34,85.85,5.014,65.02,22.77
2025-11-23T15:47:01+01:00,1419.6,17.866,187.6,415.8,45.00,74.42,85.98,5.055,65.30,22.73
2025-11-23T15:47:02+01:00,1419.8,17.899,188.6,416.3,45.00,74.48,85.92,5.033,65.14,22.76
2025-11-23T15:47:03+01:00,1419.7,17.937,188.8,416.9,45.00,74.28,85.83,5.039,64.99,22.77
2025-11-23T15:47:04+01:00,1418.3,17.949,188.2,416.0,45.00,74.33,85.96,5.150,64.95,22.73
2025-11-23T15:47:05+01:00,1417.2,17.977,189.0,415.4,45.00,74.33,85.93,5.131,64.93,22.70
2025-11-23T15:47:06+01:00,1416.6,17.978,186.9,414.6,45.00,74.49,85.97,5.086,65.10,22.67
2025-11-23T15:47:07+01:00,1417.3,17.979,188.0,414.4,45.00,74.69,85.79,4.992,65.31,22.67
2025-11-23T15:47:08+01:00,1417.6,17.931,186.3,414.1,45.00,74.70,85.68,4.987,65.59,22.67
2025-11-23T15:47:09+01:00,1416.9,17.911,187.1,414.7,45.00,74.75,85.62,4.922,65.61,22.64
2025-11-23T15:47:10+01:00,1415.9,17.923,187.8,415.5,45.00,74.62,85.76,4.986,65.45,22.65
2025-11-23T15:47:11+01:00,1414.5,17.930,187.6,415.2,45.00,74.61,85.72,4.974,65.57,22.63
2025-11-23T15:47:12+01:00,1413.8,17.911,187.4,415.8,45.00,74.66,85.77,5.015,65.82,22.67
2025-11-23T15:47:13+01:00,1413.0,17.923,187.8,415.7,45.00,74.59,85.75,4.991,66.06,22.65
2025-11-23T15:47:14+01:00,1413.4,17.892,187.8,414.6,45.00,74.47,85.55,4.947,65.88,22.63
2025-11-23T15:47:15+01:00,1412.2,17.895,187.6,413.9,45.00,74.65,85.47,4.949,65.84,22.60
2025-11-23T15:47:16+01:00,1410.7,17.903,188.7,414.3,45.00,74.54,85.41,4.990,66.10,22.56
2025-11-23T15:47:17+01:00,1410.5,17.900,188.7,413.5,45.00,74.50,85.50,5.015,66.18,22.54
2025-11-23T15:47:18+01:00,1410.3,17.893,187.8,413.1,45.00,74.46,85.63,5.040,66.07,22.53
2025-11-23T15:47:19+01:00,1410.4,17.883,188.0,413.9,45.00,74.57,85.67,5.007,65.94,22.54
2025-11-23T15:47:20+01:00,1409.3,17.864,186.9,413.6,45.00,74.53,85.75,5.024,66.18,22.52
2025-11-23T15:47:21+01:00,1408.7,17.859,187.8,413.7,45.00,74.47,85.65,5.023,66.01,22.55
2025-11-23T15:47:22+01:00,1408.8,17.871,188.5,414.2,45.00,74.58,85.77,4.986,65.95,22.56
2025-11-23T15:47:23+01:00,1409.1,17.882,189.0,413.4,45.00,74.69,85.83,4.980,66.14,22.55
2025-11-23T15:47:24+01:00,1407.9,17.892,188.1,412.3,45.00,74.67,85.66,4.946,66.36,22.55
2025-11-23T15:47:25+01:00,1406.2,17.854,188.4,411.6,45.00,74.63,85.62,4.859,66.50,22.57
2025-11-23T15:47:26+01:00,1406.5,17.847,187.1,410.7,45.00,74.72,85.59,4.875,66.74,22.58
2025-11-23T15:47:27+01:00,1405.3,17.853,188.0,410.7,45.00,74.81,85.76,4.826,66.83,22.62
2025-11-23T15:47:28+01:00,1404.9,17.847,188.7,411.4,45.00,74.82,85.92,4.855,67.09,22.60
2025-11-23T15:47:29+01:00,1403.3,17.828,188.0,411.4,45.00,74.77,85.80,4.863,67.33,22.62
2025-11-23T15:47:30+01:00,1403.7,17.819,187.1,412.0,45.00,74.61,85.93,4.800,67.28,22.61
2025-11-23T15:47:31+01:00,1402.1,17.788,186.1,411.1,45.00,74.57,85.73,4.781,67.53,22.62
2025-11-23T15:47:32+01:00,1401.2,17.793,186.7,410.9,45.00,74.46,85.71,4.819,67.70,22.59
2025-11-23T15:47:33+01:00,1399.7,17.779,186.9,410.8,45.00,74.28,85.81,4.789,67.78,22.60
2025-11-23T15:47:34+01:00,1398.5,17.749,185.2,411.3,45.00,74.34,85.81,4.791,67.62,22.60
2025-11-23T15:47:35+01:00,1398.0,17.735,185.6,410.7,45.00,74.31,85.73,4.770,67.84,22.57
2025-11-23T15:47:36+01:00,1396.5,17.713,185.5,410.7,45.00,74.34,85.85,4.824,67.83,22.58
2025-11-23T15:47:37+01:00,1394.9,17.735,187.1,410.7,45.00,74.13,85.77,4.845,68.01,22.60
2025-11-23T15:47:38+01:00,1395.3,17.722,186.9,411.2,45.00,73.88,85.87,4.914,68.15,22.61
2025-11-23T15:47:39+01:00,1395.0,17.752,187.6,410.7,45.00,73.98,85.72,4.944,68.29,22.63
2025-11-23T15:47:40+01:00,1394.0,17.775,189.0,410.8,45.00,74.12,85.91,4.936,68.29,22.62
2025-11-23T15:47:41+01:00,1394.3,17.810,189.3,410.2,45.00,74.07,85.81,4.916,68.45,22.66
2025-11-23T15:47:42+01:00,1393.3,17.791,188.6,411.1,45.00,74.10,85.73,4.931,68.25,22.66
2025-11-23T15:47:43+01:00,1393.3,17.784,187.7,410.5,45.00,74.13,85.87,4.925,68.12,22.69
2025-11-23T15:47:44+01:00,1391.5,17.784,187.6,410.8,45.00,73.97,85.78,4.917,68.25,22.71
2025-11-23T15:47:45+01:00,1390.3,17.754,187.8,410.9,45.00,73.94,85.76,4.987,68.37,22.71
2025-11-23T15:47:46+01:00,1389.8,17.759,188.6,410.6,45.00,73.94,85.71,4.916,68.20,22.69
2025-11-23T15:47:47+01:00,1389.6,17.802,190.1,411.5,45.00,74.12,85.75,4.876,68.43,22.72
2025-11-23T15:47:48+01:00,1388.5,17.797,189.7,411.7,45.00,74.09,85.71,4.878,68.52,22.74
2025-11-23T15:47:49+01:00,1387.7,17.801,189.9,411.2,45.00,74.04,85.71,4.811,68.61,22.76
2025-11-23T15:47:50+01:00,1387.2,17.784,188.8,410.4,45.00,73.97,85.65,4.906,68.47,22.80
2025-11-23T15:47:51+01:00,1386.5,17.755,187.0,411.2,45.00,74.13,85.71,4.880,68.47,22.77
2025-11-23T15:47:52+01:00,1385.1,17.728,188.2,410.5,45.00,74.02,85.69,4.894,68.32,22.80
2025-11-23T15:47:53+01:00,1383.8,17.749,189.7,411.6,45.00,74.10,85.73,4.859,68.32,22.83
2025-11-23T15:47:54+01:00,1383.6,17.743,189.7,412.7,45.00,73.91,85.68,4.899,68.21,22.80
2025-11-23T15:47:55+01:00,1382.4,17.749,190.0,412.7,45.00,73.88,85.50,4.934,68.45,22.80
2025-11-23T15:47:56+01:00,1381.5,17.772,190.5,412.6,45.00,74.02,85.59,5.026,68.63,22.81
2025-11-23T15:47:57+01:00,1380.8,17.768,190.4,413.6,45.00,73.78,85.48,4.953,68.61,22.84
2025-11-23T15:47:58+01:00,1379.1,17.788,190.7,413.8,45.00,73.63,85.50,4.936,68.43,22.82
2025-11-23T15:47:59+01:00,1378.1,17.788,190.5,413.3,45.00,73.68,85.30,4.964,68.38,22.83
2025-11-23T15:48:00+01:00,1376.5,17.786,189.9,412.7,45.00,73.79,85.18,5.002,68.53,22.82
2025-11-23T15:48:01+01:00,1375.7,17.812,192.9,413.3,45.00,73.84,85.20,5.043,68.64,22.82
2025-11-23T15:48:02+01:00,1375.9,17.842,193.2,413.7,45.00,73.98,85.36,4.967,68.82,22.84
2025-11-23T15:48:03+01:00,1376.1,17.839,192.8,413.9,45.00,74.19,85.32,5.032,68.77,22.81
2025-11-23T15:48:04+01:00,1374.9,17.871,192.2,413.9,45.00,74.41,85.33,5.052,69.06,22.83
2025-11-23T15:48:05+01:00,1374.7,17.872,191.2,414.5,45.00,74.25,85.54,4.977,68.85,22.79
2025-11-23T15:48:06+01:00,1374.9,17.843,190.2,414.7,45.00,73.99,85.69,5.018,68.84,22.82
2025-11-23T15:48:07+01:00,1373.8,17.818,188.8,416.0,45.00,73.96,85.60,5.093,68.93,22.80
2025-11-23T15:48:08+01:00,1373.9,17.784,189.1,417.0,45.00,73.98,85.62,5.092,68.95,22.82
2025-11-23T15:48:09+01:00,1372.6,17.757,187.2,416.4,45.00,73.83,85.53,5.048,69.04,22.82
2025-11-23T15:48:10+01:00,1370.8,17.719,187.5,415.7,45.00,74.11,85.60,5.086,69.24,22.84
